# step, energy, mass, x-momentum, y-momentum, z-momentum 
2939 7.9135482e+06 4.6779845e+01 1.2932310e+04 1.9090356e+03 0.0000000e+00
2940 7.8335608e+06 4.6353146e+01 1.2850847e+04 1.9023477e+03 0.0000000e+00
2941 7.8356293e+06 4.6292500e+01 1.2691300e+04 1.8978069e+03 0.0000000e+00
2942 7.8773578e+06 4.6238575e+01 1.2705532e+04 1.8844280e+03 0.0000000e+00
2943 7.9069368e+06 4.6190341e+01 1.2727893e+04 1.8573359e+03 0.0000000e+00
2944 7.9448463e+06 4.6224203e+01 1.2653555e+04 1.8421028e+03 0.0000000e+00
2945 7.9114533e+06 4.5992793e+01 1.2559871e+04 1.8395357e+03 0.0000000e+00
2946 7.9497939e+06 4.6021299e+01 1.2657346e+04 1.8426720e+03 0.0000000e+00
2947 7.9807093e+06 4.6091940e+01 1.2692367e+04 1.8603804e+03 0.0000000e+00
2948 8.0065966e+06 4.6282360e+01 1.2623360e+04 1.8732483e+03 0.0000000e+00
2949 8.0138324e+06 4.6413165e+01 1.2618607e+04 1.8800263e+03 0.0000000e+00
2950 7.9560188e+06 4.6296815e+01 1.2643204e+04 1.8935799e+03 0.0000000e+00
2951 7.9741706e+06 4.6504599e+01 1.2704077e+04 1.9033067e+03 0.0000000e+00
2952 8.0172938e+06 4.6779655e+01 1.2781857e+04 1.9199397e+03 0.0000000e+00
2953 8.0619959e+06 4.7086190e+01 1.2836185e+04 1.9449341e+03 0.0000000e+00
2954 8.0293926e+06 4.7120864e+01 1.2846271e+04 1.9612676e+03 0.0000000e+00
2955 7.9833233e+06 4.7043242e+01 1.2846400e+04 1.9594528e+03 0.0000000e+00
2956 7.8978544e+06 4.6854596e+01 1.2858779e+04 1.9493909e+03 0.0000000e+00
2957 7.8204523e+06 4.6668340e+01 1.2809930e+04 1.9239286e+03 0.0000000e+00
2958 7.8334137e+06 4.6783186e+01 1.2768270e+04 1.9117817e+03 0.0000000e+00
2959 7.7921042e+06 4.6759033e+01 1.2729630e+04 1.9239384e+03 0.0000000e+00
2960 7.8348201e+06 4.7015567e+01 1.2677444e+04 1.9405168e+03 0.0000000e+00
2961 7.7926510e+06 4.6925878e+01 1.2635152e+04 1.9551349e+03 0.0000000e+00
2962 7.7299430e+06 4.6666399e+01 1.2589192e+04 1.9427769e+03 0.0000000e+00
2963 7.7242516e+06 4.6625759e+01 1.2513439e+04 1.9235546e+03 0.0000000e+00
2964 7.7822548e+06 4.6754137e+01 1.2600354e+04 1.9374050e+03 0.0000000e+00
2965 7.8421524e+06 4.6876696e+01 1.2766038e+04 1.9395114e+03 0.0000000e+00
2966 7.8703111e+06 4.6945044e+01 1.2864611e+04 1.9254901e+03 0.0000000e+00
2967 7.8246805e+06 4.6792691e+01 1.2776732e+04 1.8969115e+03 0.0000000e+00
2968 7.8422003e+06 4.6775859e+01 1.2759448e+04 1.8822586e+03 0.0000000e+00
2969 7.8455676e+06 4.6655973e+01 1.2766422e+04 1.8887468e+03 0.0000000e+00
2970 7.8697721e+06 4.6675394e+01 1.2717805e+04 1.8798072e+03 0.0000000e+00
2971 7.8921564e+06 4.6611586e+01 1.2797900e+04 1.8725832e+03 0.0000000e+00
2972 7.8791615e+06 4.6388255e+01 1.2809247e+04 1.8612511e+03 0.0000000e+00
2973 7.9436875e+06 4.6500868e+01 1.2842627e+04 1.8610274e+03 0.0000000e+00
2974 7.9786885e+06 4.6595545e+01 1.2924617e+04 1.8681117e+03 0.0000000e+00
2975 8.0424602e+06 4.6682060e+01 1.3057814e+04 1.8735031e+03 0.0000000e+00
2976 8.0836617e+06 4.6839167e+01 1.3065302e+04 1.8989808e+03 0.0000000e+00
2977 8.0871629e+06 4.6711437e+01 1.3020371e+04 1.9240982e+03 0.0000000e+00
2978 7.9537539e+06 4.6119446e+01 1.2749645e+04 1.9396514e+03 0.0000000e+00
2979 7.9017941e+06 4.5803782e+01 1.2663268e+04 1.9409838e+03 0.0000000e+00
2980 7.9408356e+06 4.5898274e+01 1.2699346e+04 1.9201471e+03 0.0000000e+00
2981 7.9245208e+06 4.5833839e+01 1.2635200e+04 1.9081664e+03 0.0000000e+00
2982 7.9271645e+06 4.5927480e+01 1.2568312e+04 1.9171488e+03 0.0000000e+00
2983 7.8749051e+06 4.5698072e+01 1.2515743e+04 1.9210420e+03 0.0000000e+00
2984 7.7837647e+06 4.5445177e+01 1.2323670e+04 1.9108040e+03 0.0000000e+00
2985 7.8228016e+06 4.5579137e+01 1.2275402e+04 1.8959334e+03 0.0000000e+00
2986 7.7952880e+06 4.5499554e+01 1.2226707e+04 1.8837947e+03 0.0000000e+00
2987 7.7730117e+06 4.5384501e+01 1.2204276e+04 1.8780243e+03 0.0000000e+00
2988 7.7722232e+06 4.5331392e+01 1.2267602e+04 1.8875887e+03 0.0000000e+00
2989 7.7832607e+06 4.5287122e+01 1.2405674e+04 1.8921943e+03 0.0000000e+00
2990 7.7471057e+06 4.5308692e+01 1.2427196e+04 1.8857895e+03 0.0000000e+00
2991 7.6996138e+06 4.5369546e+01 1.2302978e+04 1.8772760e+03 0.0000000e+00
2992 7.7379540e+06 4.5556656e+01 1.2401014e+04 1.8682765e+03 0.0000000e+00
2993 7.7432178e+06 4.5661363e+01 1.2440846e+04 1.8727272e+03 0.0000000e+00
2994 7.6833975e+06 4.5569287e+01 1.2363611e+04 1.8793978e+03 0.0000000e+00
2995 7.5979782e+06 4.5375941e+01 1.2216403e+04 1.8855537e+03 0.0000000e+00
2996 7.5733548e+06 4.5324557e+01 1.2281816e+04 1.8737593e+03 0.0000000e+00
2997 7.6381021e+06 4.5600215e+01 1.2258421e+04 1.8689203e+03 0.0000000e+00
2998 7.7411433e+06 4.6009917e+01 1.2278146e+04 1.8780173e+03 0.0000000e+00
2999 7.7334755e+06 4.5902089e+01 1.2332043e+04 1.8753059e+03 0.0000000e+00
3000 7.6823237e+06 4.5542409e+01 1.2282682e+04 1.8705059e+03 0.0000000e+00
3001 7.6647754e+06 4.5286192e+01 1.2328657e+04 1.8529818e+03 0.0000000e+00
3002 7.6632068e+06 4.5179630e+01 1.2274317e+04 1.8320534e+03 0.0000000e+00
3003 7.7040829e+06 4.5274121e+01 1.2197643e+04 1.8225125e+03 0.0000000e+00
3004 7.7467214e+06 4.5348196e+01 1.2215043e+04 1.8182848e+03 0.0000000e+00
3005 7.7985195e+06 4.5422745e+01 1.2241804e+04 1.8135675e+03 0.0000000e+00
3006 7.8363266e+06 4.5466892e+01 1.2283740e+04 1.8298134e+03 0.0000000e+00
3007 7.8242449e+06 4.5470056e+01 1.2239948e+04 1.8439425e+03 0.0000000e+00
3008 7.8501533e+06 4.5503254e+01 1.2244106e+04 1.8460344e+03 0.0000000e+00
3009 7.8301882e+06 4.5418808e+01 1.2273253e+04 1.8594228e+03 0.0000000e+00
3010 7.8500309e+06 4.5452601e+01 1.2309571e+04 1.8622562e+03 0.0000000e+00
3011 7.9009111e+06 4.5626732e+01 1.2320266e+04 1.8648402e+03 0.0000000e+00
3012 7.9058751e+06 4.5646903e+01 1.2403219e+04 1.8683189e+03 0.0000000e+00
3013 7.8993720e+06 4.5596380e+01 1.2454980e+04 1.8703716e+03 0.0000000e+00
3014 7.8755909e+06 4.5499921e+01 1.2478884e+04 1.8570586e+03 0.0000000e+00
3015 7.8246022e+06 4.5380430e+01 1.2419615e+04 1.8520583e+03 0.0000000e+00
3016 7.8330740e+06 4.5436101e+01 1.2401893e+04 1.8552592e+03 0.0000000e+00
3017 7.7938841e+06 4.5313983e+01 1.2435189e+04 1.8615547e+03 0.0000000e+00
3018 7.7852481e+06 4.5287937e+01 1.2529669e+04 1.8471682e+03 0.0000000e+00
3019 7.6885229e+06 4.5034342e+01 1.2354792e+04 1.8230672e+03 0.0000000e+00
3020 7.6513731e+06 4.4994480e+01 1.2183312e+04 1.8073316e+03 0.0000000e+00
3021 7.7010975e+06 4.5122471e+01 1.2193641e+04 1.8310493e+03 0.0000000e+00
3022 7.7305539e+06 4.5207754e+01 1.2264650e+04 1.8715367e+03 0.0000000e+00
3023 7.7323774e+06 4.5177741e+01 1.2269914e+04 1.8863019e+03 0.0000000e+00
3024 7.7286803e+06 4.5218909e+01 1.2228314e+04 1.8778960e+03 0.0000000e+00
3025 7.7253791e+06 4.5117763e+01 1.2263682e+04 1.8715132e+03 0.0000000e+00
3026 7.7004647e+06 4.4986108e+01 1.2268931e+04 1.8713447e+03 0.0000000e+00
3027 7.7228594e+06 4.5001409e+01 1.2299146e+04 1.8826988e+03 0.0000000e+00
3028 7.7733389e+06 4.5218782e+01 1.2336587e+04 1.8918696e+03 0.0000000e+00
3029 7.8417997e+06 4.5519027e+01 1.2436887e+04 1.8875787e+03 0.0000000e+00
3030 7.9539623e+06 4.5940044e+01 1.2592956e+04 1.8871677e+03 0.0000000e+00
3031 7.9332153e+06 4.5896992e+01 1.2569732e+04 1.8873149e+03 0.0000000e+00
3032 7.8506936e+06 4.5597608e+01 1.2472508e+04 1.8899949e+03 0.0000000e+00
3033 7.7252540e+06 4.5056014e+01 1.2346936e+04 1.8704449e+03 0.0000000e+00
3034 7.6270938e+06 4.4646743e+01 1.2242469e+04 1.8583852e+03 0.0000000e+00
3035 7.6081496e+06 4.4600885e+01 1.2118368e+04 1.8597666e+03 0.0000000e+00
3036 7.5086744e+06 4.4342970e+01 1.1941284e+04 1.8537200e+03 0.0000000e+00
3037 7.4666662e+06 4.4247650e+01 1.1881778e+04 1.8476381e+03 0.0000000e+00
3038 7.4985187e+06 4.4413861e+01 1.1871908e+04 1.8524389e+03 0.0000000e+00
3039 7.4892115e+06 4.4408866e+01 1.1881278e+04 1.8688763e+03 0.0000000e+00
3040 7.5763983e+06 4.4689133e+01 1.1885237e+04 1.8627545e+03 0.0000000e+00
3041 7.6218299e+06 4.4854952e+01 1.1936491e+04 1.8663402e+03 0.0000000e+00
3042 7.6864964e+06 4.4984512e+01 1.2071008e+04 1.8843533e+03 0.0000000e+00
3043 7.7222449e+06 4.4909520e+01 1.2080266e+04 1.8765143e+03 0.0000000e+00
3044 7.7003321e+06 4.4584452e+01 1.2089544e+04 1.8634250e+03 0.0000000e+00
3045 7.6971128e+06 4.4354506e+01 1.2139711e+04 1.8422692e+03 0.0000000e+00
3046 7.6678152e+06 4.4067280e+01 1.2002302e+04 1.8110388e+03 0.0000000e+00
3047 7.6761728e+06 4.3927504e+01 1.1902005e+04 1.8090071e+03 0.0000000e+00
3048 7.7538125e+06 4.4046798e+01 1.1968970e+04 1.8138380e+03 0.0000000e+00
3049 7.8292215e+06 4.4202143e+01 1.2101166e+04 1.8146519e+03 0.0000000e+00
3050 7.8695088e+06 4.4159090e+01 1.2267080e+04 1.8245743e+03 0.0000000e+00
3051 7.8462656e+06 4.4063454e+01 1.2225975e+04 1.8300696e+03 0.0000000e+00
3052 7.7941073e+06 4.3859557e+01 1.1968814e+04 1.8430774e+03 0.0000000e+00
3053 7.7537528e+06 4.3765221e+01 1.1886724e+04 1.8329239e+03 0.0000000e+00
3054 7.7288437e+06 4.3729449e+01 1.1749680e+04 1.8353673e+03 0.0000000e+00
3055 7.7215347e+06 4.3733454e+01 1.1672577e+04 1.8445016e+03 0.0000000e+00
3056 7.6849056e+06 4.3598455e+01 1.1626311e+04 1.8377139e+03 0.0000000e+00
3057 7.6397527e+06 4.3557645e+01 1.1684093e+04 1.8442611e+03 0.0000000e+00
3058 7.6831298e+06 4.3922649e+01 1.1785463e+04 1.8595641e+03 0.0000000e+00
3059 7.6693327e+06 4.4036586e+01 1.1840665e+04 1.8870541e+03 0.0000000e+00
3060 7.6747058e+06 4.4264347e+01 1.1887095e+04 1.9015493e+03 0.0000000e+00
3061 7.6263419e+06 4.4302055e+01 1.1936875e+04 1.9029190e+03 0.0000000e+00
3062 7.6102641e+06 4.4419720e+01 1.2060323e+04 1.9037998e+03 0.0000000e+00
3063 7.5617634e+06 4.4535317e+01 1.1985618e+04 1.8886144e+03 0.0000000e+00
3064 7.5575631e+06 4.4731348e+01 1.1920848e+04 1.8817823e+03 0.0000000e+00
3065 7.5594989e+06 4.4923809e+01 1.1895683e+04 1.8599563e+03 0.0000000e+00
3066 7.5778202e+06 4.5093575e+01 1.1887255e+04 1.8442198e+03 0.0000000e+00
3067 7.5507860e+06 4.5017858e+01 1.1797890e+04 1.8389907e+03 0.0000000e+00
3068 7.5357432e+06 4.4926092e+01 1.1843268e+04 1.8149648e+03 0.0000000e+00
3069 7.5275921e+06 4.4806640e+01 1.1894875e+04 1.8229365e+03 0.0000000e+00
3070 7.5536672e+06 4.4832435e+01 1.1840330e+04 1.8195143e+03 0.0000000e+00
3071 7.6150597e+06 4.4933556e+01 1.1856343e+04 1.8271772e+03 0.0000000e+00
3072 7.6358488e+06 4.4817748e+01 1.1835730e+04 1.8363871e+03 0.0000000e+00
3073 7.6355573e+06 4.4675910e+01 1.1845165e+04 1.8513477e+03 0.0000000e+00
3074 7.6892278e+06 4.4589145e+01 1.1895083e+04 1.8481022e+03 0.0000000e+00
3075 7.7130732e+06 4.4440635e+01 1.2003342e+04 1.8309504e+03 0.0000000e+00
3076 7.7860181e+06 4.4436493e+01 1.2129758e+04 1.8153366e+03 0.0000000e+00
3077 7.7337979e+06 4.4104810e+01 1.2116568e+04 1.8324174e+03 0.0000000e+00
3078 7.6861836e+06 4.3735492e+01 1.2167029e+04 1.8369961e+03 0.0000000e+00
3079 7.6644796e+06 4.3676146e+01 1.2079592e+04 1.8270555e+03 0.0000000e+00
3080 7.7229358e+06 4.3806199e+01 1.2046891e+04 1.8346352e+03 0.0000000e+00
3081 7.7521807e+06 4.3841549e+01 1.2059100e+04 1.8342117e+03 0.0000000e+00
3082 7.7919167e+06 4.3918092e+01 1.2060129e+04 1.8238606e+03 0.0000000e+00
3083 7.7442296e+06 4.3769197e+01 1.2014762e+04 1.8111676e+03 0.0000000e+00
3084 7.7780823e+06 4.3858241e+01 1.2019618e+04 1.8130654e+03 0.0000000e+00
3085 7.8317864e+06 4.4037821e+01 1.2103892e+04 1.8241717e+03 0.0000000e+00
3086 7.8073337e+06 4.3991763e+01 1.2098386e+04 1.8442337e+03 0.0000000e+00
3087 7.7853809e+06 4.3898356e+01 1.2096457e+04 1.8489976e+03 0.0000000e+00
3088 7.6998728e+06 4.3652998e+01 1.1878017e+04 1.8424442e+03 0.0000000e+00
3089 7.6201154e+06 4.3419426e+01 1.1697386e+04 1.8431548e+03 0.0000000e+00
3090 7.5977403e+06 4.3396750e+01 1.1649842e+04 1.8485110e+03 0.0000000e+00
3091 7.5724384e+06 4.3365977e+01 1.1626305e+04 1.8582241e+03 0.0000000e+00
3092 7.5672276e+06 4.3409551e+01 1.1700315e+04 1.8614706e+03 0.0000000e+00
3093 7.5506172e+06 4.3500116e+01 1.1730758e+04 1.8698291e+03 0.0000000e+00
3094 7.5147161e+06 4.3549787e+01 1.1649557e+04 1.8728241e+03 0.0000000e+00
3095 7.4789397e+06 4.3509035e+01 1.1612426e+04 1.8670204e+03 0.0000000e+00
3096 7.4231376e+06 4.3348088e+01 1.1548347e+04 1.8474880e+03 0.0000000e+00
3097 7.4190267e+06 4.3430377e+01 1.1448379e+04 1.8283886e+03 0.0000000e+00
3098 7.3696245e+06 4.3258749e+01 1.1426770e+04 1.8091965e+03 0.0000000e+00
3099 7.3861327e+06 4.3356060e+01 1.1429131e+04 1.7905095e+03 0.0000000e+00
3100 7.4156480e+06 4.3421579e+01 1.1517815e+04 1.7944985e+03 0.0000000e+00
3101 7.4912505e+06 4.3729310e+01 1.1660783e+04 1.8129877e+03 0.0000000e+00
3102 7.5230853e+06 4.3852159e+01 1.1683218e+04 1.8205574e+03 0.0000000e+00
3103 7.4852968e+06 4.3759274e+01 1.1589718e+04 1.8228389e+03 0.0000000e+00
3104 7.4941927e+06 4.3675171e+01 1.1581538e+04 1.8389792e+03 0.0000000e+00
3105 7.5005050e+06 4.3633969e+01 1.1544145e+04 1.8380834e+03 0.0000000e+00
3106 7.5169181e+06 4.3524449e+01 1.1498124e+04 1.8352331e+03 0.0000000e+00
3107 7.4481975e+06 4.3113487e+01 1.1447052e+04 1.8193198e+03 0.0000000e+00
3108 7.4260487e+06 4.2838974e+01 1.1480468e+04 1.8065320e+03 0.0000000e+00
3109 7.5003381e+06 4.3000326e+01 1.1421042e+04 1.7894256e+03 0.0000000e+00
3110 7.5710796e+06 4.3125919e+01 1.1451303e+04 1.7766417e+03 0.0000000e+00
3111 7.5818267e+06 4.2970674e+01 1.1527116e+04 1.7693198e+03 0.0000000e+00
3112 7.5635536e+06 4.2808608e+01 1.1539810e+04 1.7630669e+03 0.0000000e+00
3113 7.5230720e+06 4.2628414e+01 1.1448440e+04 1.7653181e+03 0.0000000e+00
3114 7.5309230e+06 4.2686532e+01 1.1387318e+04 1.7773256e+03 0.0000000e+00
3115 7.5506328e+06 4.2741736e+01 1.1379487e+04 1.7828350e+03 0.0000000e+00
3116 7.5285254e+06 4.2796271e+01 1.1372544e+04 1.7673139e+03 0.0000000e+00
3117 7.5841330e+06 4.3081174e+01 1.1376752e+04 1.7544117e+03 0.0000000e+00
3118 7.5645439e+06 4.3053886e+01 1.1370816e+04 1.7521535e+03 0.0000000e+00
3119 7.5284371e+06 4.2918371e+01 1.1326836e+04 1.7514296e+03 0.0000000e+00
3120 7.4026377e+06 4.2451348e+01 1.1175699e+04 1.7419332e+03 0.0000000e+00
3121 7.3417558e+06 4.2245954e+01 1.1180294e+04 1.7381834e+03 0.0000000e+00
3122 7.3939036e+06 4.2530236e+01 1.1281735e+04 1.7558543e+03 0.0000000e+00
3123 7.4202994e+06 4.2791047e+01 1.1370231e+04 1.7745779e+03 0.0000000e+00
3124 7.4619649e+06 4.3150337e+01 1.1409617e+04 1.7931248e+03 0.0000000e+00
3125 7.6184073e+06 4.3779432e+01 1.1613242e+04 1.8076894e+03 0.0000000e+00
3126 7.6365683e+06 4.3890978e+01 1.1742836e+04 1.8199655e+03 0.0000000e+00
3127 7.5911267e+06 4.3765736e+01 1.1733413e+04 1.8244735e+03 0.0000000e+00
3128 7.5863168e+06 4.3736475e+01 1.1697863e+04 1.8067117e+03 0.0000000e+00
3129 7.5580404e+06 4.3689943e+01 1.1662078e+04 1.8001814e+03 0.0000000e+00
3130 7.5167299e+06 4.3468892e+01 1.1657611e+04 1.7953746e+03 0.0000000e+00
3131 7.5460529e+06 4.3584273e+01 1.1641739e+04 1.7847629e+03 0.0000000e+00
3132 7.5422665e+06 4.3537734e+01 1.1678591e+04 1.7779528e+03 0.0000000e+00
3133 7.5276044e+06 4.3448838e+01 1.1577227e+04 1.7843166e+03 0.0000000e+00
3134 7.5309929e+06 4.3318020e+01 1.1588465e+04 1.8052301e+03 0.0000000e+00
3135 7.4955078e+06 4.3131610e+01 1.1545355e+04 1.8232844e+03 0.0000000e+00
3136 7.5329565e+06 4.3216989e+01 1.1625532e+04 1.8155136e+03 0.0000000e+00
3137 7.5604686e+06 4.3210929e+01 1.1643604e+04 1.8098226e+03 0.0000000e+00
3138 7.4832627e+06 4.2858478e+01 1.1592036e+04 1.8056374e+03 0.0000000e+00
3139 7.4407389e+06 4.2694424e+01 1.1544882e+04 1.7949481e+03 0.0000000e+00
3140 7.4234221e+06 4.2601464e+01 1.1436545e+04 1.7773458e+03 0.0000000e+00
3141 7.5436087e+06 4.3023318e+01 1.1515072e+04 1.7860583e+03 0.0000000e+00
3142 7.5533785e+06 4.3090235e+01 1.1560858e+04 1.7881375e+03 0.0000000e+00
3143 7.5213880e+06 4.3022397e+01 1.1546744e+04 1.7777062e+03 0.0000000e+00
3144 7.5308435e+06 4.3065227e+01 1.1501074e+04 1.7619467e+03 0.0000000e+00
3145 7.4829135e+06 4.2873282e+01 1.1424747e+04 1.7674796e+03 0.0000000e+00
3146 7.3781616e+06 4.2415014e+01 1.1362393e+04 1.7534957e+03 0.0000000e+00
3147 7.3388399e+06 4.2298257e+01 1.1342185e+04 1.7360035e+03 0.0000000e+00
3148 7.4127769e+06 4.2657442e+01 1.1414861e+04 1.7289635e+03 0.0000000e+00
3149 7.4644422e+06 4.2877003e+01 1.1525830e+04 1.7301109e+03 0.0000000e+00
3150 7.4948099e+06 4.2948772e+01 1.1576429e+04 1.7409716e+03 0.0000000e+00
3151 7.5093820e+06 4.2958125e+01 1.1571498e+04 1.7622108e+03 0.0000000e+00
3152 7.4795412e+06 4.2802776e+01 1.1508379e+04 1.7704970e+03 0.0000000e+00
3153 7.5217322e+06 4.2808565e+01 1.1466543e+04 1.7851094e+03 0.0000000e+00
3154 7.5195405e+06 4.2742610e+01 1.1412226e+04 1.8062459e+03 0.0000000e+00
3155 7.4749528e+06 4.2462756e+01 1.1290657e+04 1.8072365e+03 0.0000000e+00
3156 7.4216920e+06 4.2090050e+01 1.1189175e+04 1.8033254e+03 0.0000000e+00
3157 7.3480625e+06 4.1575480e+01 1.1083060e+04 1.7948082e+03 0.0000000e+00
3158 7.3383298e+06 4.1435570e+01 1.0988617e+04 1.7702861e+03 0.0000000e+00
3159 7.3450602e+06 4.1386007e+01 1.0991608e+04 1.7574905e+03 0.0000000e+00
3160 7.3859508e+06 4.1468781e+01 1.1011701e+04 1.7575151e+03 0.0000000e+00
3161 7.3771019e+06 4.1372252e+01 1.0988155e+04 1.7537836e+03 0.0000000e+00
3162 7.3861875e+06 4.1382187e+01 1.1132729e+04 1.7620776e+03 0.0000000e+00
3163 7.3843131e+06 4.1342789e+01 1.1198312e+04 1.7695784e+03 0.0000000e+00
3164 7.3756914e+06 4.1476347e+01 1.1118073e+04 1.7634776e+03 0.0000000e+00
3165 7.3952052e+06 4.1633891e+01 1.1073505e+04 1.7620146e+03 0.0000000e+00
3166 7.3714082e+06 4.1698006e+01 1.1094682e+04 1.7584552e+03 0.0000000e+00
3167 7.3783034e+06 4.1810682e+01 1.1086565e+04 1.7620445e+03 0.0000000e+00
3168 7.3619767e+06 4.1922069e+01 1.1060221e+04 1.7588157e+03 0.0000000e+00
3169 7.3595438e+06 4.1958647e+01 1.1101533e+04 1.7381493e+03 0.0000000e+00
3170 7.3161711e+06 4.1927954e+01 1.1052470e+04 1.7410926e+03 0.0000000e+00
3171 7.3339086e+06 4.2196896e+01 1.1101399e+04 1.7573097e+03 0.0000000e+00
3172 7.3967001e+06 4.2588101e+01 1.1177417e+04 1.7849745e+03 0.0000000e+00
3173 7.3583244e+06 4.2507373e+01 1.1140192e+04 1.7955981e+03 0.0000000e+00
3174 7.2967519e+06 4.2309799e+01 1.1074629e+04 1.7926293e+03 0.0000000e+00
3175 7.2671129e+06 4.2208320e+01 1.1093651e+04 1.7674100e+03 0.0000000e+00
3176 7.2563575e+06 4.2173711e+01 1.1062356e+04 1.7427024e+03 0.0000000e+00
3177 7.3237870e+06 4.2489653e+01 1.1027597e+04 1.7391118e+03 0.0000000e+00
3178 7.4274999e+06 4.2767977e+01 1.1148878e+04 1.7353368e+03 0.0000000e+00
3179 7.4271227e+06 4.2711154e+01 1.1131790e+04 1.7321796e+03 0.0000000e+00
3180 7.3695624e+06 4.2384741e+01 1.1056675e+04 1.7478770e+03 0.0000000e+00
3181 7.3266381e+06 4.2075096e+01 1.1005615e+04 1.7446879e+03 0.0000000e+00
3182 7.3080041e+06 4.1882804e+01 1.0979810e+04 1.7387474e+03 0.0000000e+00
3183 7.3327256e+06 4.1952315e+01 1.0976614e+04 1.7416252e+03 0.0000000e+00
3184 7.4319675e+06 4.2303206e+01 1.1061035e+04 1.7536712e+03 0.0000000e+00
3185 7.5356609e+06 4.2606948e+01 1.1259159e+04 1.7651299e+03 0.0000000e+00
3186 7.5812221e+06 4.2740884e+01 1.1394512e+04 1.7690151e+03 0.0000000e+00
3187 7.5061165e+06 4.2428974e+01 1.1282648e+04 1.7714308e+03 0.0000000e+00
3188 7.4836824e+06 4.2179814e+01 1.1330464e+04 1.7716254e+03 0.0000000e+00
3189 7.4540112e+06 4.2002832e+01 1.1442765e+04 1.7764432e+03 0.0000000e+00
3190 7.4122368e+06 4.1801884e+01 1.1394523e+04 1.7663323e+03 0.0000000e+00
3191 7.3925721e+06 4.1742306e+01 1.1341125e+04 1.7488307e+03 0.0000000e+00
3192 7.4277923e+06 4.1807071e+01 1.1398469e+04 1.7303112e+03 0.0000000e+00
3193 7.4300442e+06 4.1862622e+01 1.1377089e+04 1.7339142e+03 0.0000000e+00
3194 7.4176714e+06 4.1804015e+01 1.1327494e+04 1.7406219e+03 0.0000000e+00
3195 7.3564888e+06 4.1698077e+01 1.1171717e+04 1.7450318e+03 0.0000000e+00
3196 7.3859015e+06 4.1781858e+01 1.1161176e+04 1.7278832e+03 0.0000000e+00
3197 7.3411195e+06 4.1683368e+01 1.1048304e+04 1.7216882e+03 0.0000000e+00
3198 7.3447985e+06 4.1714676e+01 1.0996353e+04 1.7288800e+03 0.0000000e+00
3199 7.3621443e+06 4.1757475e+01 1.1031536e+04 1.7506311e+03 0.0000000e+00
3200 7.3579203e+06 4.1712619e+01 1.1052641e+04 1.7711979e+03 0.0000000e+00
3201 7.3368727e+06 4.1660343e+01 1.1055839e+04 1.7772239e+03 0.0000000e+00
3202 7.3144825e+06 4.1617956e+01 1.1020942e+04 1.7732246e+03 0.0000000e+00
3203 7.2840768e+06 4.1514423e+01 1.1081959e+04 1.7869628e+03 0.0000000e+00
3204 7.2894792e+06 4.1595449e+01 1.1131148e+04 1.8016518e+03 0.0000000e+00
3205 7.2666186e+06 4.1580121e+01 1.1122711e+04 1.8104484e+03 0.0000000e+00
3206 7.2141337e+06 4.1592012e+01 1.1025817e+04 1.8033691e+03 0.0000000e+00
3207 7.2299907e+06 4.1793326e+01 1.1018358e+04 1.7845624e+03 0.0000000e+00
3208 7.2920519e+06 4.2149469e+01 1.1056110e+04 1.7680816e+03 0.0000000e+00
3209 7.2721150e+06 4.2105287e+01 1.1008103e+04 1.7436760e+03 0.0000000e+00
3210 7.2231400e+06 4.1885221e+01 1.0927308e+04 1.7228125e+03 0.0000000e+00
3211 7.1364359e+06 4.1524070e+01 1.0804366e+04 1.7083330e+03 0.0000000e+00
3212 7.1157642e+06 4.1379221e+01 1.0774336e+04 1.7015006e+03 0.0000000e+00
3213 7.1182316e+06 4.1351296e+01 1.0742865e+04 1.7029890e+03 0.0000000e+00
3214 7.1293251e+06 4.1230540e+01 1.0788464e+04 1.7104301e+03 0.0000000e+00
3215 7.1489909e+06 4.1187081e+01 1.0841258e+04 1.7251100e+03 0.0000000e+00
3216 7.1846818e+06 4.1123533e+01 1.0905163e+04 1.7236053e+03 0.0000000e+00
3217 7.1814643e+06 4.1013808e+01 1.0853410e+04 1.7270954e+03 0.0000000e+00
3218 7.1735980e+06 4.0768350e+01 1.0819436e+04 1.7239839e+03 0.0000000e+00
3219 7.1566583e+06 4.0630064e+01 1.0798775e+04 1.7115207e+03 0.0000000e+00
3220 7.2092405e+06 4.0668512e+01 1.0843801e+04 1.6966422e+03 0.0000000e+00
3221 7.2111219e+06 4.0572009e+01 1.0824911e+04 1.6967104e+03 0.0000000e+00
3222 7.1723913e+06 4.0349147e+01 1.0810944e+04 1.6872323e+03 0.0000000e+00
3223 7.1932589e+06 4.0420847e+01 1.0772036e+04 1.6968593e+03 0.0000000e+00
3224 7.2424624e+06 4.0610596e+01 1.0750909e+04 1.7073460e+03 0.0000000e+00
3225 7.2830236e+06 4.0759177e+01 1.0821096e+04 1.6984694e+03 0.0000000e+00
3226 7.3312847e+06 4.0931280e+01 1.0901346e+04 1.6919064e+03 0.0000000e+00
3227 7.3083909e+06 4.0893319e+01 1.0866272e+04 1.6852646e+03 0.0000000e+00
3228 7.2959339e+06 4.0854771e+01 1.0869893e+04 1.6875766e+03 0.0000000e+00
3229 7.2652295e+06 4.0860204e+01 1.0761409e+04 1.7037767e+03 0.0000000e+00
